gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target
1772132469.010000,675.0,563.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.6210,1
1772132469.110000,680.0,566.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.5210,1
1772132469.210000,683.0,568.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.4210,1
1772132469.310000,687.0,563.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.3210,1
1772132469.413000,692.0,562.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.2180,1
1772132469.511000,697.0,554.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.1200,1
1772132469.610000,700.0,547.0,high,frame_000000_1772132469631.jpg,1772132469.631000,0.0210,1
1772132469.711000,708.0,550.0,high,frame_000001_1772132469755.jpg,1772132469.755000,0.0440,1
1772132469.810000,715.0,541.0,high,frame_000001_1772132469755.jpg,1772132469.755000,0.0550,1
1772132469.910000,723.0,506.0,high,frame_000002_1772132469873.jpg,1772132469.873000,0.0370,1
1772132470.011000,729.0,493.0,high,frame_000003_1772132469987.jpg,1772132469.987000,0.0240,2
1772132470.112000,731.0,500.0,high,frame_000004_1772132470100.jpg,1772132470.100000,0.0120,1
1772132470.210000,726.0,507.0,high,frame_000005_1772132470216.jpg,1772132470.216000,0.0060,1
1772132470.316000,783.0,276.0,high,frame_000006_1772132470323.jpg,1772132470.323000,0.0070,11
1772132470.411000,830.0,101.0,high,frame_000007_1772132470447.jpg,1772132470.447000,0.0360,11
1772132470.510000,844.0,158.0,high,frame_000008_1772132470563.jpg,1772132470.563000,0.0530,11
1772132470.613000,844.0,176.0,high,frame_000008_1772132470563.jpg,1772132470.563000,0.0500,11
1772132470.711000,848.0,367.0,high,frame_000009_1772132470677.jpg,1772132470.677000,0.0340,9
1772132470.813000,1032.0,421.0,high,frame_000010_1772132470790.jpg,1772132470.790000,0.0230,9
1772132470.910000,1015.0,430.0,high,frame_000011_1772132470905.jpg,1772132470.905000,0.0050,9
1772132471.011000,998.0,461.0,high,frame_000012_1772132471020.jpg,1772132471.020000,0.0090,22
1772132471.115000,983.0,532.0,high,frame_000013_1772132471134.jpg,1772132471.134000,0.0190,1
1772132471.210000,975.0,577.0,high,frame_000014_1772132471254.jpg,1772132471.254000,0.0440,1
1772132471.310000,947.0,1079.0,high,frame_000014_1772132471254.jpg,1772132471.254000,0.0560,unknown
1772132471.410000,972.0,1079.0,high,frame_000015_1772132471366.jpg,1772132471.366000,0.0440,unknown
1772132471.512000,1008.0,1037.0,high,frame_000016_1772132471483.jpg,1772132471.483000,0.0290,1
1772132471.614000,1016.0,1079.0,high,frame_000017_1772132471597.jpg,1772132471.597000,0.0170,unknown
1772132471.710000,1030.0,1064.0,high,frame_000018_1772132471711.jpg,1772132471.711000,0.0010,14
1772132471.811000,1032.0,983.0,high,frame_000019_1772132471815.jpg,1772132471.815000,0.0040,1
1772132471.911000,1034.0,131.0,high,frame_000020_1772132471930.jpg,1772132471.930000,0.0190,11
1772132472.010000,969.0,109.0,high,frame_000021_1772132472045.jpg,1772132472.045000,0.0350,11
1772132472.112000,969.0,95.0,high,frame_000022_1772132472158.jpg,1772132472.158000,0.0460,11
1772132472.211000,978.0,77.0,high,frame_000022_1772132472158.jpg,1772132472.158000,0.0530,11
1772132472.310000,982.0,87.0,high,frame_000023_1772132472273.jpg,1772132472.273000,0.0370,11
1772132472.410000,1003.0,92.0,high,frame_000024_1772132472388.jpg,1772132472.388000,0.0220,11
1772132472.510000,1022.0,126.0,high,frame_000025_1772132472503.jpg,1772132472.503000,0.0070,11
1772132472.611000,1046.0,123.0,high,frame_000026_1772132472620.jpg,1772132472.620000,0.0090,11
1772132472.710000,1090.0,136.0,high,frame_000027_1772132472733.jpg,1772132472.733000,0.0230,11
1772132472.813000,1039.0,47.0,high,frame_000028_1772132472850.jpg,1772132472.850000,0.0370,11
1772132472.910000,1009.0,10.0,high,frame_000029_1772132472963.jpg,1772132472.963000,0.0530,11
1772132473.011000,966.0,0.0,high,frame_000029_1772132472963.jpg,1772132472.963000,0.0480,11
1772132473.110000,945.0,0.0,high,frame_000030_1772132473078.jpg,1772132473.078000,0.0320,11
1772132473.210000,936.0,0.0,high,frame_000031_1772132473194.jpg,1772132473.194000,0.0160,11
1772132473.312000,935.0,0.0,high,frame_000032_1772132473308.jpg,1772132473.308000,0.0040,11
1772132473.410000,943.0,0.0,high,frame_000033_1772132473424.jpg,1772132473.424000,0.0140,11
1772132473.513000,955.0,0.0,high,frame_000034_1772132473541.jpg,1772132473.541000,0.0280,11
1772132473.610000,953.0,0.0,high,frame_000035_1772132473657.jpg,1772132473.657000,0.0470,11
1772132473.710000,939.0,102.0,high,frame_000035_1772132473657.jpg,1772132473.657000,0.0530,11
1772132473.826000,935.0,135.0,high,frame_000036_1772132473771.jpg,1772132473.771000,0.0550,11
1772132473.911000,930.0,154.0,high,frame_000037_1772132473883.jpg,1772132473.883000,0.0280,11
1772132474.010000,930.0,41.0,high,frame_000038_1772132473997.jpg,1772132473.997000,0.0130,11
1772132474.110000,926.0,0.0,high,frame_000039_1772132474112.jpg,1772132474.112000,0.0020,11
1772132474.210000,904.0,0.0,high,frame_000040_1772132474227.jpg,1772132474.227000,0.0170,11
1772132474.311000,890.0,0.0,high,frame_000041_1772132474343.jpg,1772132474.343000,0.0320,11
1772132474.411000,899.0,0.0,high,frame_000042_1772132474463.jpg,1772132474.463000,0.0520,11
1772132474.511000,932.0,56.0,high,frame_000042_1772132474463.jpg,1772132474.463000,0.0480,11
1772132474.610000,948.0,138.0,high,frame_000043_1772132474580.jpg,1772132474.580000,0.0300,11
1772132474.713000,960.0,214.0,high,frame_000044_1772132474695.jpg,1772132474.695000,0.0180,11
1772132474.811000,969.0,238.0,high,frame_000045_1772132474809.jpg,1772132474.809000,0.0020,11
1772132474.911000,985.0,266.0,high,frame_000046_1772132474923.jpg,1772132474.923000,0.0120,9
1772132475.012000,1025.0,266.0,high,frame_000047_1772132475040.jpg,1772132475.040000,0.0280,11
1772132475.111000,1078.0,268.0,high,frame_000048_1772132475154.jpg,1772132475.154000,0.0430,9
1772132475.214000,1099.0,258.0,high,frame_000049_1772132475271.jpg,1772132475.271000,0.0570,9
