gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target
1772053183.512000,1262.0,282.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.6550,9
1772053183.612000,1244.0,278.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.5550,9
1772053183.714000,1233.0,279.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.4530,9
1772053183.812000,1216.0,286.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.3550,9
1772053183.912000,1075.0,369.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.2550,9
1772053184.013000,994.0,458.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.1540,14
1772053184.115000,953.0,484.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.0520,1
1772053184.212000,924.0,536.0,high,frame_000000_1772053184167.jpg,1772053184.167000,0.0450,1
1772053184.318000,921.0,563.0,high,frame_000001_1772053184269.jpg,1772053184.269000,0.0490,1
1772053184.412000,914.0,611.0,high,frame_000002_1772053184385.jpg,1772053184.385000,0.0270,1
1772053184.513000,951.0,620.0,high,frame_000003_1772053184503.jpg,1772053184.503000,0.0100,1
1772053184.613000,1126.0,557.0,high,frame_000004_1772053184623.jpg,1772053184.623000,0.0100,1
1772053184.713000,1240.0,444.0,high,frame_000005_1772053184735.jpg,1772053184.735000,0.0220,3
1772053184.813000,1257.0,384.0,high,frame_000006_1772053184850.jpg,1772053184.850000,0.0370,3
1772053184.912000,1254.0,371.0,high,frame_000007_1772053184967.jpg,1772053184.967000,0.0550,3
1772053185.013000,1247.0,366.0,high,frame_000007_1772053184967.jpg,1772053184.967000,0.0460,3
1772053185.113000,1242.0,365.0,high,frame_000008_1772053185081.jpg,1772053185.081000,0.0320,3
1772053185.213000,1213.0,270.0,high,frame_000009_1772053185199.jpg,1772053185.199000,0.0140,9
1772053185.316000,1203.0,182.0,high,frame_000010_1772053185319.jpg,1772053185.319000,0.0030,11
1772053185.413000,1220.0,158.0,high,frame_000011_1772053185435.jpg,1772053185.435000,0.0220,11
1772053185.513000,1140.0,807.0,high,frame_000012_1772053185549.jpg,1772053185.549000,0.0360,1
1772053185.617000,1229.0,829.0,high,frame_000013_1772053185667.jpg,1772053185.667000,0.0500,1
1772053185.712000,1258.0,830.0,high,frame_000013_1772053185667.jpg,1772053185.667000,0.0450,1
1772053185.812000,1631.0,924.0,high,frame_000014_1772053185784.jpg,1772053185.784000,0.0280,1
1772053185.917000,1788.0,842.0,high,frame_000015_1772053185896.jpg,1772053185.896000,0.0210,2
1772053186.012000,1869.0,813.0,high,frame_000016_1772053186010.jpg,1772053186.010000,0.0020,2
