gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target
1765561093.480000,205.0,281.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.6730,3
1765561093.582000,190.0,277.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.5710,3
1765561093.681000,191.0,278.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.4720,3
1765561093.782000,223.0,303.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.3710,3
1765561093.881000,256.0,326.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.2720,3
1765561093.980000,293.0,338.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.1730,3
1765561094.080000,299.0,351.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.0730,3
1765561094.180000,294.0,350.0,high,frame_000000_1765561094153.jpg,1765561094.153000,0.0270,3
1765561094.280000,273.0,348.0,high,frame_000001_1765561094261.jpg,1765561094.261000,0.0190,3
1765561094.380000,248.0,354.0,high,frame_000002_1765561094380.jpg,1765561094.380000,0.0000,3
1765561094.481000,701.0,483.0,high,frame_000003_1765561094503.jpg,1765561094.503000,0.0220,9
1765561094.581000,714.0,376.0,high,frame_000004_1765561094617.jpg,1765561094.617000,0.0360,3
1765561094.681000,780.0,364.0,high,frame_000005_1765561094730.jpg,1765561094.730000,0.0490,3
1765561094.781000,1044.0,384.0,high,frame_000005_1765561094730.jpg,1765561094.730000,0.0510,6
1765561094.881000,1037.0,345.0,high,frame_000006_1765561094844.jpg,1765561094.844000,0.0370,9
1765561094.980000,1044.0,351.0,high,frame_000007_1765561094957.jpg,1765561094.957000,0.0230,9
1765561095.080000,1144.0,385.0,high,frame_000008_1765561095070.jpg,1765561095.070000,0.0100,9
1765561095.181000,1197.0,412.0,high,frame_000009_1765561095185.jpg,1765561095.185000,0.0040,9
1765561095.281000,1170.0,420.0,high,frame_000010_1765561095301.jpg,1765561095.301000,0.0200,9
1765561095.381000,1117.0,464.0,high,frame_000011_1765561095421.jpg,1765561095.421000,0.0400,28
1765561095.480000,1038.0,659.0,high,frame_000012_1765561095537.jpg,1765561095.537000,0.0570,1
1765561095.580000,993.0,676.0,high,frame_000012_1765561095537.jpg,1765561095.537000,0.0430,1
1765561095.680000,999.0,715.0,high,frame_000013_1765561095650.jpg,1765561095.650000,0.0300,1
1765561095.780000,999.0,703.0,high,frame_000014_1765561095766.jpg,1765561095.766000,0.0140,1
1765561095.880000,1028.0,655.0,high,frame_000015_1765561095881.jpg,1765561095.881000,0.0010,1
1765561095.982000,1022.0,617.0,high,frame_000016_1765561095995.jpg,1765561095.995000,0.0130,1
1765561096.082000,1034.0,584.0,high,frame_000017_1765561096109.jpg,1765561096.109000,0.0270,1
1765561096.180000,1093.0,94.0,high,frame_000018_1765561096224.jpg,1765561096.224000,0.0440,11
1765561096.296000,934.0,50.0,high,frame_000019_1765561096328.jpg,1765561096.328000,0.0320,6
1765561096.380000,883.0,0.0,high,frame_000019_1765561096328.jpg,1765561096.328000,0.0520,11
1765561096.481000,827.0,520.0,high,frame_000020_1765561096446.jpg,1765561096.446000,0.0350,2
1765561096.580000,947.0,537.0,high,frame_000021_1765561096561.jpg,1765561096.561000,0.0190,1
1765561096.681000,967.0,549.0,high,frame_000022_1765561096677.jpg,1765561096.677000,0.0040,1
1765561096.781000,971.0,551.0,high,frame_000023_1765561096794.jpg,1765561096.794000,0.0130,1
1765561096.880000,973.0,527.0,high,frame_000024_1765561096906.jpg,1765561096.906000,0.0260,1
1765561096.981000,976.0,517.0,high,frame_000025_1765561097022.jpg,1765561097.022000,0.0410,1
1765561097.080000,1004.0,532.0,high,frame_000025_1765561097022.jpg,1765561097.022000,0.0580,1
1765561097.181000,1057.0,597.0,high,frame_000026_1765561097138.jpg,1765561097.138000,0.0430,1
1765561097.280000,1100.0,622.0,high,frame_000027_1765561097253.jpg,1765561097.253000,0.0270,1
1765561097.385000,1086.0,700.0,medium,frame_000028_1765561097369.jpg,1765561097.369000,0.0160,1
1765561097.481000,1133.0,776.0,medium,frame_000029_1765561097486.jpg,1765561097.486000,0.0050,1
1765561097.581000,0.0,0.0,lost,frame_000030_1765561097602.jpg,1765561097.602000,0.0210,3
1765561097.680000,0.0,0.0,lost,frame_000031_1765561097717.jpg,1765561097.717000,0.0370,3
1765561097.780000,0.0,0.0,lost,frame_000032_1765561097829.jpg,1765561097.829000,0.0490,3
1765561097.880000,1658.0,1079.0,high,frame_000032_1765561097829.jpg,1765561097.829000,0.0510,unknown
1765561097.981000,1651.0,1079.0,high,frame_000033_1765561097947.jpg,1765561097.947000,0.0340,unknown
1765561098.080000,1345.0,1079.0,high,frame_000034_1765561098060.jpg,1765561098.060000,0.0200,unknown
1765561098.184000,1274.0,900.0,high,frame_000035_1765561098175.jpg,1765561098.175000,0.0090,1
1765561098.280000,1247.0,745.0,high,frame_000036_1765561098293.jpg,1765561098.293000,0.0130,1
1765561098.383000,1187.0,613.0,high,frame_000037_1765561098414.jpg,1765561098.414000,0.0310,1
1765561098.480000,1125.0,617.0,high,frame_000038_1765561098529.jpg,1765561098.529000,0.0490,1
1765561098.580000,1016.0,580.0,high,frame_000038_1765561098529.jpg,1765561098.529000,0.0510,1
1765561098.680000,957.0,570.0,high,frame_000039_1765561098643.jpg,1765561098.643000,0.0370,1
1765561098.780000,936.0,551.0,high,frame_000040_1765561098756.jpg,1765561098.756000,0.0240,1
1765561098.880000,929.0,498.0,high,frame_000041_1765561098870.jpg,1765561098.870000,0.0100,1
1765561098.981000,941.0,284.0,high,frame_000042_1765561098991.jpg,1765561098.991000,0.0100,11
1765561099.080000,970.0,231.0,high,frame_000043_1765561099108.jpg,1765561099.108000,0.0280,11
1765561099.181000,976.0,310.0,high,frame_000044_1765561099223.jpg,1765561099.223000,0.0420,11
1765561099.281000,999.0,424.0,high,frame_000045_1765561099338.jpg,1765561099.338000,0.0570,9
1765561099.380000,997.0,484.0,high,frame_000045_1765561099338.jpg,1765561099.338000,0.0420,1
1765561099.480000,987.0,532.0,high,frame_000046_1765561099455.jpg,1765561099.455000,0.0250,1
1765561099.580000,978.0,530.0,high,frame_000047_1765561099568.jpg,1765561099.568000,0.0120,1
1765561099.681000,972.0,519.0,high,frame_000048_1765561099684.jpg,1765561099.684000,0.0030,1
1765561099.781000,956.0,464.0,high,frame_000049_1765561099802.jpg,1765561099.802000,0.0210,10
1765561099.880000,948.0,452.0,high,frame_000050_1765561099916.jpg,1765561099.916000,0.0360,22
1765561099.980000,946.0,445.0,high,frame_000051_1765561100031.jpg,1765561100.031000,0.0510,22
1765561100.080000,942.0,439.0,high,frame_000051_1765561100031.jpg,1765561100.031000,0.0490,22
1765561100.180000,940.0,431.0,high,frame_000052_1765561100147.jpg,1765561100.147000,0.0330,9
1765561100.281000,888.0,373.0,high,frame_000053_1765561100261.jpg,1765561100.261000,0.0200,9
1765561100.384000,838.0,315.0,high,frame_000054_1765561100378.jpg,1765561100.378000,0.0060,11
1765561100.484000,824.0,297.0,high,frame_000055_1765561100504.jpg,1765561100.504000,0.0200,11
1765561100.580000,836.0,314.0,high,frame_000056_1765561100619.jpg,1765561100.619000,0.0390,11
1765561100.681000,849.0,352.0,high,frame_000057_1765561100739.jpg,1765561100.739000,0.0580,6
1765561100.782000,863.0,405.0,high,frame_000057_1765561100739.jpg,1765561100.739000,0.0430,9
1765561100.881000,869.0,394.0,high,frame_000058_1765561100849.jpg,1765561100.849000,0.0320,9
1765561100.981000,902.0,394.0,high,frame_000059_1765561100965.jpg,1765561100.965000,0.0160,9
1765561101.083000,918.0,389.0,high,frame_000060_1765561101081.jpg,1765561101.081000,0.0020,9
1765561101.180000,933.0,388.0,high,frame_000061_1765561101196.jpg,1765561101.196000,0.0160,9
1765561101.281000,930.0,383.0,high,frame_000062_1765561101311.jpg,1765561101.311000,0.0300,9
1765561101.380000,953.0,408.0,high,frame_000063_1765561101425.jpg,1765561101.425000,0.0450,9
1765561101.481000,965.0,438.0,high,frame_000063_1765561101425.jpg,1765561101.425000,0.0560,22
1765561101.580000,955.0,536.0,high,frame_000064_1765561101542.jpg,1765561101.542000,0.0380,1
1765561101.680000,896.0,596.0,high,frame_000065_1765561101658.jpg,1765561101.658000,0.0220,1
1765561101.781000,900.0,552.0,high,frame_000066_1765561101775.jpg,1765561101.775000,0.0060,1
1765561101.881000,905.0,527.0,high,frame_000067_1765561101894.jpg,1765561101.894000,0.0130,1
1765561101.981000,924.0,505.0,high,frame_000068_1765561102007.jpg,1765561102.007000,0.0260,1
1765561102.080000,938.0,483.0,high,frame_000069_1765561102123.jpg,1765561102.123000,0.0430,1
1765561102.180000,937.0,468.0,high,frame_000070_1765561102236.jpg,1765561102.236000,0.0560,1
1765561102.281000,943.0,426.0,high,frame_000070_1765561102236.jpg,1765561102.236000,0.0450,9
1765561102.384000,945.0,399.0,high,frame_000071_1765561102349.jpg,1765561102.349000,0.0350,9
1765561102.501000,950.0,390.0,high,frame_000072_1765561102462.jpg,1765561102.462000,0.0390,9
1765561102.583000,960.0,395.0,high,frame_000073_1765561102590.jpg,1765561102.590000,0.0070,9
1765561102.681000,1001.0,389.0,high,frame_000074_1765561102707.jpg,1765561102.707000,0.0260,22
1765561102.780000,1038.0,389.0,high,frame_000075_1765561102823.jpg,1765561102.823000,0.0430,9
1765561102.880000,1049.0,382.0,high,frame_000075_1765561102823.jpg,1765561102.823000,0.0570,9
1765561102.981000,1029.0,384.0,high,frame_000076_1765561102941.jpg,1765561102.941000,0.0400,9
1765561103.080000,969.0,384.0,high,frame_000077_1765561103055.jpg,1765561103.055000,0.0250,9
1765561103.181000,940.0,388.0,high,frame_000078_1765561103166.jpg,1765561103.166000,0.0150,9
1765561103.280000,925.0,390.0,high,frame_000079_1765561103280.jpg,1765561103.280000,0.0000,9
1765561103.381000,931.0,375.0,high,frame_000080_1765561103395.jpg,1765561103.395000,0.0140,22
1765561103.480000,934.0,374.0,high,frame_000081_1765561103510.jpg,1765561103.510000,0.0300,22
1765561103.583000,972.0,371.0,high,frame_000082_1765561103624.jpg,1765561103.624000,0.0410,9
1765561103.681000,993.0,371.0,high,frame_000083_1765561103736.jpg,1765561103.736000,0.0550,22
1765561103.780000,1038.0,376.0,high,frame_000083_1765561103736.jpg,1765561103.736000,0.0440,6
1765561103.880000,1058.0,376.0,high,frame_000084_1765561103851.jpg,1765561103.851000,0.0290,6
1765561103.980000,1059.0,375.0,high,frame_000085_1765561103967.jpg,1765561103.967000,0.0130,9
1765561104.080000,1060.0,370.0,high,frame_000086_1765561104084.jpg,1765561104.084000,0.0040,9
1765561104.181000,1047.0,366.0,high,frame_000087_1765561104198.jpg,1765561104.198000,0.0170,9
1765561104.281000,1037.0,350.0,high,frame_000088_1765561104313.jpg,1765561104.313000,0.0320,9
1765561104.381000,1012.0,344.0,high,frame_000089_1765561104428.jpg,1765561104.428000,0.0470,22
1765561104.480000,992.0,351.0,high,frame_000089_1765561104428.jpg,1765561104.428000,0.0520,22
1765561104.580000,983.0,385.0,high,frame_000090_1765561104541.jpg,1765561104.541000,0.0390,22
1765561104.680000,988.0,390.0,high,frame_000091_1765561104656.jpg,1765561104.656000,0.0240,22
1765561104.780000,989.0,398.0,high,frame_000092_1765561104771.jpg,1765561104.771000,0.0090,9
1765561104.880000,987.0,397.0,high,frame_000093_1765561104886.jpg,1765561104.886000,0.0060,9
1765561104.980000,984.0,395.0,high,frame_000094_1765561105004.jpg,1765561105.004000,0.0240,9
1765561105.080000,985.0,395.0,high,frame_000095_1765561105118.jpg,1765561105.118000,0.0380,9
1765561105.181000,985.0,385.0,high,frame_000096_1765561105230.jpg,1765561105.230000,0.0490,22
1765561105.281000,1003.0,388.0,high,frame_000096_1765561105230.jpg,1765561105.230000,0.0510,22
1765561105.380000,1072.0,381.0,high,frame_000097_1765561105344.jpg,1765561105.344000,0.0360,9
1765561105.480000,1097.0,382.0,high,frame_000098_1765561105458.jpg,1765561105.458000,0.0220,9
1765561105.581000,1084.0,372.0,high,frame_000099_1765561105572.jpg,1765561105.572000,0.0090,6
1765561105.680000,1076.0,367.0,high,frame_000100_1765561105686.jpg,1765561105.686000,0.0060,6
1765561105.780000,1057.0,348.0,high,frame_000101_1765561105798.jpg,1765561105.798000,0.0180,9
1765561105.880000,1059.0,351.0,high,frame_000102_1765561105913.jpg,1765561105.913000,0.0330,9
1765561105.982000,1066.0,363.0,high,frame_000103_1765561106027.jpg,1765561106.027000,0.0450,9
1765561106.080000,1073.0,366.0,high,frame_000103_1765561106027.jpg,1765561106.027000,0.0530,9
1765561106.180000,1089.0,365.0,high,frame_000104_1765561106147.jpg,1765561106.147000,0.0330,6
1765561106.283000,1098.0,369.0,high,frame_000105_1765561106263.jpg,1765561106.263000,0.0200,9
1765561106.380000,1093.0,375.0,high,frame_000106_1765561106377.jpg,1765561106.377000,0.0030,9
1765561106.480000,1097.0,376.0,high,frame_000107_1765561106493.jpg,1765561106.493000,0.0130,9
1765561106.581000,1099.0,383.0,high,frame_000108_1765561106606.jpg,1765561106.606000,0.0250,9
1765561106.681000,1099.0,386.0,high,frame_000109_1765561106720.jpg,1765561106.720000,0.0390,9
1765561106.780000,1098.0,384.0,high,frame_000110_1765561106835.jpg,1765561106.835000,0.0550,9
1765561106.880000,1094.0,385.0,high,frame_000110_1765561106835.jpg,1765561106.835000,0.0450,9
1765561106.981000,1099.0,387.0,high,frame_000111_1765561106947.jpg,1765561106.947000,0.0340,9
1765561107.081000,1109.0,382.0,high,frame_000112_1765561107065.jpg,1765561107.065000,0.0160,9
1765561107.180000,1022.0,375.0,high,frame_000113_1765561107180.jpg,1765561107.180000,0.0000,9
1765561107.280000,977.0,375.0,high,frame_000114_1765561107296.jpg,1765561107.296000,0.0160,9
1765561107.380000,959.0,376.0,high,frame_000115_1765561107413.jpg,1765561107.413000,0.0330,9
1765561107.480000,1000.0,386.0,high,frame_000116_1765561107533.jpg,1765561107.533000,0.0530,9
1765561107.580000,1093.0,380.0,high,frame_000116_1765561107533.jpg,1765561107.533000,0.0470,9
1765561107.681000,1135.0,370.0,high,frame_000117_1765561107658.jpg,1765561107.658000,0.0230,9
1765561107.781000,1169.0,366.0,high,frame_000118_1765561107773.jpg,1765561107.773000,0.0080,9
1765561107.881000,1194.0,346.0,high,frame_000119_1765561107886.jpg,1765561107.886000,0.0050,9
1765561107.980000,1200.0,337.0,high,frame_000120_1765561108004.jpg,1765561108.004000,0.0240,9
1765561108.081000,1206.0,337.0,high,frame_000121_1765561108119.jpg,1765561108.119000,0.0380,9
1765561108.180000,1211.0,338.0,high,frame_000122_1765561108239.jpg,1765561108.239000,0.0590,9
1765561108.281000,1214.0,336.0,high,frame_000122_1765561108239.jpg,1765561108.239000,0.0420,9
1765561108.381000,1224.0,330.0,high,frame_000123_1765561108356.jpg,1765561108.356000,0.0250,9
1765561108.480000,1226.0,306.0,high,frame_000124_1765561108478.jpg,1765561108.478000,0.0020,9
1765561108.581000,1231.0,284.0,high,frame_000125_1765561108589.jpg,1765561108.589000,0.0080,9
1765561108.680000,1235.0,265.0,high,frame_000126_1765561108707.jpg,1765561108.707000,0.0270,9
1765561108.781000,1241.0,252.0,high,frame_000127_1765561108825.jpg,1765561108.825000,0.0440,9
1765561108.883000,1252.0,249.0,high,frame_000127_1765561108825.jpg,1765561108.825000,0.0580,9
1765561108.980000,1260.0,233.0,high,frame_000128_1765561108944.jpg,1765561108.944000,0.0360,9
1765561109.080000,1266.0,220.0,high,frame_000129_1765561109064.jpg,1765561109.064000,0.0160,9
1765561109.183000,1266.0,215.0,high,frame_000130_1765561109180.jpg,1765561109.180000,0.0030,9
1765561109.280000,1270.0,212.0,high,frame_000131_1765561109295.jpg,1765561109.295000,0.0150,11
1765561109.383000,1097.0,229.0,high,frame_000132_1765561109412.jpg,1765561109.412000,0.0290,9
1765561109.481000,1042.0,236.0,high,frame_000133_1765561109529.jpg,1765561109.529000,0.0480,11
1765561109.580000,991.0,251.0,high,frame_000133_1765561109529.jpg,1765561109.529000,0.0510,11
1765561109.680000,943.0,252.0,high,frame_000134_1765561109645.jpg,1765561109.645000,0.0350,11
1765561109.780000,885.0,266.0,high,frame_000135_1765561109761.jpg,1765561109.761000,0.0190,11
1765561109.881000,1039.0,267.0,high,frame_000136_1765561109882.jpg,1765561109.882000,0.0010,11
1765561109.981000,1192.0,263.0,high,frame_000137_1765561109995.jpg,1765561109.995000,0.0140,11
1765561110.081000,1302.0,260.0,high,frame_000138_1765561110110.jpg,1765561110.110000,0.0290,9
