gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target
1765560673.868000,0.0,885.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.6350,1
1765560673.969000,0.0,892.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.5340,1
1765560674.068000,0.0,931.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.4350,1
1765560674.170000,0.0,928.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.3330,1
1765560674.268000,19.0,947.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.2350,1
1765560674.370000,13.0,950.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.1330,1
1765560674.471000,197.0,899.0,high,frame_000000_1765560674503.jpg,1765560674.503000,0.0320,1
1765560674.571000,270.0,821.0,high,frame_000001_1765560674626.jpg,1765560674.626000,0.0550,1
1765560674.670000,331.0,799.0,high,frame_000001_1765560674626.jpg,1765560674.626000,0.0440,1
1765560674.769000,355.0,811.0,high,frame_000002_1765560674746.jpg,1765560674.746000,0.0230,1
1765560674.870000,1228.0,787.0,high,frame_000003_1765560674861.jpg,1765560674.861000,0.0090,1
1765560674.969000,1165.0,718.0,high,frame_000004_1765560674980.jpg,1765560674.980000,0.0110,1
1765560675.073000,1158.0,674.0,high,frame_000005_1765560675101.jpg,1765560675.101000,0.0280,1
1765560675.168000,1149.0,615.0,high,frame_000006_1765560675217.jpg,1765560675.217000,0.0490,1
1765560675.269000,1062.0,572.0,high,frame_000006_1765560675217.jpg,1765560675.217000,0.0520,14
1765560675.368000,1021.0,580.0,high,frame_000007_1765560675332.jpg,1765560675.332000,0.0360,1
1765560675.470000,1015.0,1079.0,high,frame_000008_1765560675451.jpg,1765560675.451000,0.0190,unknown
1765560675.570000,1055.0,1079.0,high,frame_000009_1765560675564.jpg,1765560675.564000,0.0060,unknown
1765560675.670000,1049.0,1079.0,high,frame_000010_1765560675680.jpg,1765560675.680000,0.0100,unknown
1765560675.768000,1053.0,517.0,high,frame_000011_1765560675798.jpg,1765560675.798000,0.0300,2
1765560675.869000,997.0,417.0,high,frame_000012_1765560675913.jpg,1765560675.913000,0.0440,9
1765560675.974000,980.0,390.0,high,frame_000013_1765560676033.jpg,1765560676.033000,0.0590,9
1765560676.068000,884.0,433.0,high,frame_000013_1765560676033.jpg,1765560676.033000,0.0350,3
1765560676.170000,866.0,513.0,high,frame_000014_1765560676143.jpg,1765560676.143000,0.0270,2
