gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target_raw,gaze_target
1764106079.995000,905.0,421.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.7430,3,irrelevant
1764106080.097000,936.0,413.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.6410,9,irrelevant
1764106080.197000,953.0,407.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.5410,9,irrelevant
1764106080.296000,981.0,387.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.4420,9,irrelevant
1764106080.399000,873.0,407.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.3390,3,irrelevant
1764106080.496000,798.0,447.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.2420,9,irrelevant
1764106080.597000,662.0,530.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.1410,2,road center
1764106080.698000,694.0,546.0,high,frame_000000_1764106080738.jpg,1764106080.738000,0.0400,2,road center
1764106080.796000,688.0,538.0,high,frame_000001_1764106080838.jpg,1764106080.838000,0.0420,2,road center
1764106080.896000,667.0,547.0,high,frame_000002_1764106080953.jpg,1764106080.953000,0.0570,2,road center
1764106080.997000,670.0,559.0,high,frame_000002_1764106080953.jpg,1764106080.953000,0.0440,2,road center
1764106081.097000,712.0,535.0,high,frame_000003_1764106081068.jpg,1764106081.068000,0.0290,2,road center
1764106081.196000,869.0,497.0,high,frame_000004_1764106081183.jpg,1764106081.183000,0.0130,2,road center
1764106081.297000,1041.0,459.0,high,frame_000005_1764106081301.jpg,1764106081.301000,0.0040,28,irrelevant
1764106081.397000,1088.0,427.0,high,frame_000006_1764106081424.jpg,1764106081.424000,0.0270,9,irrelevant
1764106081.497000,1066.0,427.0,high,frame_000007_1764106081536.jpg,1764106081.536000,0.0390,9,irrelevant
1764106081.597000,1096.0,414.0,high,frame_000008_1764106081650.jpg,1764106081.650000,0.0530,9,irrelevant
1764106081.696000,1111.0,418.0,high,frame_000008_1764106081650.jpg,1764106081.650000,0.0460,9,irrelevant
1764106081.796000,1114.0,435.0,high,frame_000009_1764106081765.jpg,1764106081.765000,0.0310,22,uncertain
1764106081.896000,1106.0,604.0,high,frame_000010_1764106081885.jpg,1764106081.885000,0.0110,1,road center
1764106081.995000,1085.0,698.0,high,frame_000011_1764106082000.jpg,1764106082.000000,0.0050,1,road center
1764106082.096000,1063.0,746.0,high,frame_000012_1764106082115.jpg,1764106082.115000,0.0190,1,road center
1764106082.195000,1066.0,750.0,high,frame_000013_1764106082233.jpg,1764106082.233000,0.0380,1,road center
1764106082.297000,1041.0,769.0,high,frame_000014_1764106082347.jpg,1764106082.347000,0.0500,1,road center
1764106082.396000,1038.0,773.0,high,frame_000014_1764106082347.jpg,1764106082.347000,0.0490,1,road center
1764106082.496000,1039.0,678.0,high,frame_000015_1764106082463.jpg,1764106082.463000,0.0330,1,road center
1764106082.596000,1033.0,457.0,high,frame_000016_1764106082581.jpg,1764106082.581000,0.0150,22,uncertain
1764106082.698000,1037.0,427.0,high,frame_000017_1764106082695.jpg,1764106082.695000,0.0030,9,irrelevant
1764106082.797000,1046.0,413.0,high,frame_000018_1764106082812.jpg,1764106082.812000,0.0150,9,irrelevant
1764106082.897000,1049.0,422.0,high,frame_000019_1764106082937.jpg,1764106082.937000,0.0400,9,irrelevant
1764106082.996000,1063.0,415.0,high,frame_000020_1764106083050.jpg,1764106083.050000,0.0540,9,irrelevant
1764106083.095000,1078.0,391.0,high,frame_000020_1764106083050.jpg,1764106083.050000,0.0450,6,irrelevant
1764106083.197000,1082.0,382.0,high,frame_000021_1764106083175.jpg,1764106083.175000,0.0220,9,irrelevant
1764106083.296000,1084.0,393.0,high,frame_000022_1764106083291.jpg,1764106083.291000,0.0050,9,irrelevant
1764106083.396000,1100.0,417.0,high,frame_000023_1764106083406.jpg,1764106083.406000,0.0100,9,irrelevant
1764106083.497000,1108.0,408.0,high,frame_000024_1764106083522.jpg,1764106083.522000,0.0250,9,irrelevant
1764106083.597000,1082.0,430.0,high,frame_000025_1764106083640.jpg,1764106083.640000,0.0430,9,irrelevant
1764106083.695000,1086.0,417.0,high,frame_000026_1764106083748.jpg,1764106083.748000,0.0530,9,irrelevant
1764106083.798000,1043.0,370.0,high,frame_000026_1764106083748.jpg,1764106083.748000,0.0500,7,traffic light
1764106083.896000,940.0,303.0,high,frame_000027_1764106083873.jpg,1764106083.873000,0.0230,11,irrelevant
1764106083.996000,904.0,289.0,high,frame_000028_1764106083985.jpg,1764106083.985000,0.0110,3,irrelevant
1764106084.096000,895.0,267.0,high,frame_000029_1764106084099.jpg,1764106084.099000,0.0030,3,irrelevant
1764106084.196000,934.0,298.0,high,frame_000030_1764106084216.jpg,1764106084.216000,0.0200,11,irrelevant
1764106084.297000,989.0,390.0,high,frame_000031_1764106084335.jpg,1764106084.335000,0.0380,9,irrelevant
1764106084.397000,1035.0,460.0,high,frame_000032_1764106084450.jpg,1764106084.450000,0.0530,28,irrelevant
1764106084.496000,1060.0,457.0,high,frame_000032_1764106084450.jpg,1764106084.450000,0.0460,14,vehicle
1764106084.595000,1036.0,462.0,high,frame_000033_1764106084566.jpg,1764106084.566000,0.0290,28,irrelevant
1764106084.696000,1024.0,466.0,high,frame_000034_1764106084680.jpg,1764106084.680000,0.0160,10,irrelevant
1764106084.798000,1024.0,461.0,high,frame_000035_1764106084796.jpg,1764106084.796000,0.0020,28,irrelevant
1764106084.896000,1020.0,471.0,high,frame_000036_1764106084915.jpg,1764106084.915000,0.0190,2,road center
1764106084.996000,1019.0,544.0,high,frame_000037_1764106085031.jpg,1764106085.031000,0.0350,1,road center
1764106085.096000,1019.0,595.0,high,frame_000038_1764106085144.jpg,1764106085.144000,0.0480,1,road center
1764106085.197000,1066.0,1079.0,high,frame_000038_1764106085144.jpg,1764106085.144000,0.0530,unknown,uncertain
1764106085.297000,999.0,1079.0,high,frame_000039_1764106085263.jpg,1764106085.263000,0.0340,unknown,uncertain
