gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target_raw,gaze_target
1765482690.572,187.0,414.0,high,frame_000041_1765482690588.jpg,1765482690.588,0.016,9,irrelevant
1765482691.171,981.0,316.0,high,frame_000046_1765482691172.jpg,1765482691.172,0.001,3,irrelevant
1765482691.774,923.0,267.0,high,frame_000051_1765482691730.jpg,1765482691.73,0.044,11,irrelevant
1765482692.271,998.0,262.0,high,frame_000056_1765482692306.jpg,1765482692.306,0.035,11,irrelevant
1765482692.873,1046.0,266.0,high,frame_000061_1765482692912.jpg,1765482692.912,0.039,11,irrelevant
1765482693.475,1217.0,305.0,high,frame_000066_1765482693508.jpg,1765482693.508,0.033,11,irrelevant
1765482694.072,1392.0,365.0,high,frame_000071_1765482694086.jpg,1765482694.086,0.014,11,irrelevant
1765482694.675,1448.0,367.0,high,frame_000076_1765482694670.jpg,1765482694.67,0.005,3,irrelevant
1765482695.272,1427.0,397.0,high,frame_000081_1765482695252.jpg,1765482695.252,0.02,11,irrelevant
1765482695.871,1439.0,25.0,high,frame_000086_1765482695836.jpg,1765482695.836,0.035,11,irrelevant
1765482696.372,1464.0,251.0,high,frame_000091_1765482696408.jpg,1765482696.408,0.036,11,irrelevant
1765482696.971,1404.0,398.0,high,frame_000096_1765482696985.jpg,1765482696.985,0.014,11,irrelevant
1765482697.571,1391.0,416.0,high,frame_000101_1765482697558.jpg,1765482697.558,0.013,9,irrelevant
1765482698.172,1320.0,470.0,high,frame_000106_1765482698148.jpg,1765482698.148,0.024,9,irrelevant
1765482709.671,1416.0,276.0,high,frame_000206_1765482709662.jpg,1765482709.662,0.009,11,irrelevant
1765482710.171,1374.0,264.0,high,frame_000211_1765482710227.jpg,1765482710.227,0.056,11,irrelevant
1765482710.771,1443.0,252.0,high,frame_000216_1765482710793.jpg,1765482710.793,0.022,11,irrelevant
1765482711.373,1519.0,241.0,high,frame_000221_1765482711364.jpg,1765482711.364,0.009,11,irrelevant
1765482711.972,1456.0,306.0,high,frame_000226_1765482711933.jpg,1765482711.933,0.039,11,irrelevant
1765482712.472,1479.0,308.0,high,frame_000231_1765482712517.jpg,1765482712.517,0.045,11,irrelevant
1765482713.073,1481.0,204.0,high,frame_000236_1765482713084.jpg,1765482713.084,0.011,11,irrelevant
1765482713.672,1658.0,280.0,high,frame_000241_1765482713649.jpg,1765482713.649,0.023,9,irrelevant
1765482714.171,1652.0,303.0,high,frame_000246_1765482714201.jpg,1765482714.201,0.03,9,irrelevant
1765482714.773,1458.0,359.0,high,frame_000251_1765482714770.jpg,1765482714.77,0.003,9,irrelevant
1765482733.571,1394.0,401.0,high,frame_000415_1765482733541.jpg,1765482733.541,0.03,11,irrelevant
1765482734.072,1466.0,70.0,high,frame_000420_1765482734129.jpg,1765482734.129,0.057,11,irrelevant
1765482734.671,1352.0,351.0,high,frame_000425_1765482734703.jpg,1765482734.703,0.032,11,irrelevant
1765482735.272,1179.0,394.0,high,frame_000430_1765482735283.jpg,1765482735.283,0.011,11,irrelevant
1765482735.871,1113.0,432.0,high,frame_000435_1765482735862.jpg,1765482735.862,0.009,11,irrelevant
