gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target
1765554486.920000,1101.0,350.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.7200,5
1765554487.023000,1100.0,350.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.6170,5
1765554487.121000,1101.0,349.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.5190,5
1765554487.221000,1097.0,348.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.4190,5
1765554487.323000,1100.0,344.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.3170,5
1765554487.421000,1098.0,339.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.2190,5
1765554487.520000,1100.0,333.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.1200,5
1765554487.622000,1103.0,328.0,high,frame_000000_1765554487640.jpg,1765554487.640000,0.0180,5
1765554487.721000,1101.0,327.0,high,frame_000001_1765554487740.jpg,1765554487.740000,0.0190,5
1765554487.821000,1100.0,323.0,high,frame_000002_1765554487855.jpg,1765554487.855000,0.0340,5
1765554487.921000,1105.0,326.0,high,frame_000003_1765554487972.jpg,1765554487.972000,0.0510,5
1765554488.022000,1098.0,353.0,high,frame_000003_1765554487972.jpg,1765554487.972000,0.0500,10
1765554488.122000,1055.0,431.0,high,frame_000004_1765554488085.jpg,1765554488.085000,0.0370,1
1765554488.221000,1021.0,503.0,high,frame_000005_1765554488201.jpg,1765554488.201000,0.0200,1
1765554488.321000,1022.0,497.0,high,frame_000006_1765554488313.jpg,1765554488.313000,0.0080,1
1765554488.420000,1021.0,494.0,high,frame_000007_1765554488432.jpg,1765554488.432000,0.0120,1
1765554488.521000,1011.0,506.0,high,frame_000008_1765554488538.jpg,1765554488.538000,0.0170,1
1765554488.622000,1005.0,504.0,high,frame_000009_1765554488659.jpg,1765554488.659000,0.0370,1
1765554488.722000,1006.0,504.0,high,frame_000010_1765554488777.jpg,1765554488.777000,0.0550,1
1765554488.822000,1008.0,501.0,high,frame_000010_1765554488777.jpg,1765554488.777000,0.0450,1
1765554488.921000,1002.0,504.0,high,frame_000011_1765554488894.jpg,1765554488.894000,0.0270,1
1765554489.022000,995.0,510.0,high,frame_000012_1765554489008.jpg,1765554489.008000,0.0140,1
1765554489.121000,1000.0,508.0,high,frame_000013_1765554489124.jpg,1765554489.124000,0.0030,1
1765554489.221000,1003.0,508.0,high,frame_000014_1765554489237.jpg,1765554489.237000,0.0160,1
1765554489.323000,998.0,506.0,high,frame_000015_1765554489352.jpg,1765554489.352000,0.0290,1
1765554489.422000,1001.0,510.0,high,frame_000016_1765554489468.jpg,1765554489.468000,0.0460,1
1765554489.521000,1002.0,515.0,high,frame_000016_1765554489468.jpg,1765554489.468000,0.0530,1
1765554489.621000,1005.0,517.0,high,frame_000017_1765554489588.jpg,1765554489.588000,0.0330,1
1765554489.722000,1007.0,515.0,high,frame_000018_1765554489713.jpg,1765554489.713000,0.0090,1
1765554489.826000,1013.0,503.0,high,frame_000019_1765554489834.jpg,1765554489.834000,0.0080,1
1765554489.921000,1014.0,495.0,high,frame_000020_1765554489950.jpg,1765554489.950000,0.0290,1
1765554490.021000,1004.0,482.0,high,frame_000021_1765554490062.jpg,1765554490.062000,0.0410,1
1765554490.122000,991.0,480.0,high,frame_000022_1765554490178.jpg,1765554490.178000,0.0560,1
1765554490.222000,988.0,485.0,high,frame_000022_1765554490178.jpg,1765554490.178000,0.0440,1
1765554490.323000,979.0,490.0,high,frame_000023_1765554490290.jpg,1765554490.290000,0.0330,1
1765554490.421000,975.0,510.0,high,frame_000024_1765554490403.jpg,1765554490.403000,0.0180,1
1765554490.522000,979.0,531.0,high,frame_000025_1765554490519.jpg,1765554490.519000,0.0030,1
1765554490.621000,973.0,537.0,high,frame_000026_1765554490634.jpg,1765554490.634000,0.0130,1
1765554490.721000,977.0,537.0,high,frame_000027_1765554490749.jpg,1765554490.749000,0.0280,1
1765554490.821000,989.0,549.0,high,frame_000028_1765554490866.jpg,1765554490.866000,0.0450,1
1765554490.922000,990.0,556.0,high,frame_000028_1765554490866.jpg,1765554490.866000,0.0560,1
1765554491.023000,991.0,559.0,high,frame_000029_1765554490984.jpg,1765554490.984000,0.0390,1
1765554491.120000,992.0,564.0,high,frame_000030_1765554491098.jpg,1765554491.098000,0.0220,1
1765554491.224000,994.0,570.0,high,frame_000031_1765554491212.jpg,1765554491.212000,0.0120,1
1765554491.324000,973.0,580.0,high,frame_000032_1765554491327.jpg,1765554491.327000,0.0030,1
1765554491.421000,975.0,581.0,high,frame_000033_1765554491440.jpg,1765554491.440000,0.0190,1
1765554491.522000,980.0,584.0,high,frame_000034_1765554491554.jpg,1765554491.554000,0.0320,1
1765554491.622000,979.0,587.0,high,frame_000035_1765554491669.jpg,1765554491.669000,0.0470,1
1765554491.721000,975.0,588.0,high,frame_000035_1765554491669.jpg,1765554491.669000,0.0520,1
1765554491.823000,975.0,585.0,high,frame_000036_1765554491793.jpg,1765554491.793000,0.0300,1
1765554491.922000,973.0,590.0,high,frame_000037_1765554491912.jpg,1765554491.912000,0.0100,1
1765554492.022000,971.0,590.0,high,frame_000038_1765554492035.jpg,1765554492.035000,0.0130,1
1765554492.125000,962.0,517.0,high,frame_000039_1765554492151.jpg,1765554492.151000,0.0260,1
1765554492.220000,980.0,493.0,high,frame_000040_1765554492269.jpg,1765554492.269000,0.0490,1
1765554492.321000,981.0,478.0,high,frame_000040_1765554492269.jpg,1765554492.269000,0.0520,1
1765554492.421000,969.0,455.0,high,frame_000041_1765554492382.jpg,1765554492.382000,0.0390,1
1765554492.521000,956.0,454.0,high,frame_000042_1765554492503.jpg,1765554492.503000,0.0180,1
1765554492.622000,944.0,462.0,high,frame_000043_1765554492618.jpg,1765554492.618000,0.0040,1
1765554492.721000,938.0,468.0,high,frame_000044_1765554492728.jpg,1765554492.728000,0.0070,1
1765554492.820000,1043.0,480.0,high,frame_000045_1765554492848.jpg,1765554492.848000,0.0280,1
1765554492.920000,1201.0,488.0,high,frame_000046_1765554492967.jpg,1765554492.967000,0.0470,1
1765554493.020000,1283.0,465.0,high,frame_000046_1765554492967.jpg,1765554492.967000,0.0530,1
1765554493.122000,1349.0,451.0,high,frame_000047_1765554493080.jpg,1765554493.080000,0.0420,1
1765554493.221000,1300.0,449.0,high,frame_000048_1765554493196.jpg,1765554493.196000,0.0250,1
1765554493.322000,1100.0,447.0,high,frame_000049_1765554493313.jpg,1765554493.313000,0.0090,1
1765554493.424000,1033.0,499.0,high,frame_000050_1765554493428.jpg,1765554493.428000,0.0040,1
1765554493.522000,988.0,533.0,high,frame_000051_1765554493542.jpg,1765554493.542000,0.0200,1
1765554493.621000,974.0,564.0,high,frame_000052_1765554493654.jpg,1765554493.654000,0.0330,1
1765554493.721000,970.0,558.0,high,frame_000053_1765554493768.jpg,1765554493.768000,0.0470,1
1765554493.821000,968.0,556.0,high,frame_000053_1765554493768.jpg,1765554493.768000,0.0530,1
1765554493.921000,971.0,555.0,high,frame_000054_1765554493885.jpg,1765554493.885000,0.0360,1
1765554494.022000,972.0,557.0,high,frame_000055_1765554494000.jpg,1765554494.000000,0.0220,1
1765554494.121000,959.0,535.0,high,frame_000056_1765554494115.jpg,1765554494.115000,0.0060,1
1765554494.222000,957.0,533.0,high,frame_000057_1765554494229.jpg,1765554494.229000,0.0070,1
1765554494.322000,953.0,521.0,high,frame_000058_1765554494347.jpg,1765554494.347000,0.0250,1
1765554494.421000,946.0,518.0,high,frame_000059_1765554494467.jpg,1765554494.467000,0.0460,1
1765554494.523000,950.0,504.0,high,frame_000059_1765554494467.jpg,1765554494.467000,0.0560,1
1765554494.620000,952.0,491.0,high,frame_000060_1765554494582.jpg,1765554494.582000,0.0380,1
